node_id,node_type,original_id,label
ingredient_32892,ingredient,a pinch oil turmeric powder haldi red chilli powder coriander powder dhania salt,a pinch oil turmeric powder haldi red chilli powder coriander powder dhania salt
recipe_32893,recipe,14824,Paneer In Coconut Gravy Recipe
ingredient_32894,ingredient,cut into 1 2 inch cubes 1 onion,cut into 1 2 inch cubes 1 onion
ingredient_32895,ingredient,finely chopped garam masala powder salt,finely chopped garam masala powder salt
ingredient_32896,ingredient,to taste 3 4 water butter salted for the coconut gravy masala coriander dhania seeds cumin seeds jeera 4 dry red chillies 3 cloves garlic,to taste 3 4 water butter salted for the coconut gravy masala coriander dhania seeds cumin seeds jeera 4 dry red chillies 3 cloves garlic
ingredient_32897,ingredient,finely chopped 1 1 2 inch ginger,finely chopped 1 1 2 inch ginger
ingredient_32898,ingredient,diced fresh coconut,diced fresh coconut
recipe_32899,recipe,14825,Paneer Bhurji Gravy Recipe
ingredient_32900,ingredient,as required cumin seeds jeera mustard seeds rai kadugu asafoetida hing 1 bay leaves tej patta 1 star anise 1 dry red chilli 2 cloves laung 1 black cardamom badi elaichi 2 cardamom elaichi pods seeds 1 onion,as required cumin seeds jeera mustard seeds rai kadugu asafoetida hing 1 bay leaves tej patta 1 star anise 1 dry red chilli 2 cloves laung 1 black cardamom badi elaichi 2 cardamom elaichi pods seeds 1 onion
ingredient_32901,ingredient,paste homemade tomato puree 1 tomato,paste homemade tomato puree 1 tomato
ingredient_32902,ingredient,chopped paneer homemade cottage cheese,chopped paneer homemade cottage cheese
ingredient_32903,ingredient,crumbled coriander dhania leaves,crumbled coriander dhania leaves
ingredient_32904,ingredient,chopped red chilli powder turmeric powder haldi coriander powder dhania garam masala powder salt,chopped red chilli powder turmeric powder haldi coriander powder dhania garam masala powder salt
recipe_32905,recipe,14826,Punjabi Mixed Vegetable Kadai Recipe
ingredient_32906,ingredient,length wise baby corn,length wise baby corn
ingredient_32907,ingredient,length wise carrot gajjar,length wise carrot gajjar
ingredient_32908,ingredient,length wise green beans french beans,length wise green beans french beans
ingredient_32909,ingredient,length wise cauliflower gobi,length wise cauliflower gobi
ingredient_32910,ingredient,chopped green peas matar 2 green bell pepper capsicum,chopped green peas matar 2 green bell pepper capsicum
ingredient_32911,ingredient,diced 2 onion,diced 2 onion
ingredient_32912,ingredient,1 diced 1 chopped 1 bay leaf tej patta cumin seeds jeera garam masala powder,1 diced 1 chopped 1 bay leaf tej patta cumin seeds jeera garam masala powder
ingredient_32913,ingredient,optional kasuri methi dried fenugreek leaves turmeric powder haldi sugar salt,optional kasuri methi dried fenugreek leaves turmeric powder haldi sugar salt
ingredient_32914,ingredient,to taste fresh cream butter salted,to taste fresh cream butter salted
ingredient_32915,ingredient,oil mixed to saute and grind onion tomato paste 2 tomatoes 1 onion 1 4 inch ginger 2 green chillies 3 cloves garlic for kadai masala 1 coriander dhania seeds 3 dry red chilli,oil mixed to saute and grind onion tomato paste 2 tomatoes 1 onion 1 4 inch ginger 2 green chillies 3 cloves garlic for kadai masala 1 coriander dhania seeds 3 dry red chilli
ingredient_32916,ingredient,adjustable 1 2 inch cinnamon stick dalchini 2 cloves cloves laung 2 cardamom elaichi pods seeds,adjustable 1 2 inch cinnamon stick dalchini 2 cloves cloves laung 2 cardamom elaichi pods seeds
recipe_32917,recipe,14827,One Pot Chickpea And Brinjal Curry Recipe
ingredient_32918,ingredient,soaked and boiled 2 brinjal baingan eggplant,soaked and boiled 2 brinjal baingan eggplant
ingredient_32919,ingredient,cut into wedges 1 mango raw,cut into wedges 1 mango raw
ingredient_32920,ingredient,cut into wedges 1 onion,cut into wedges 1 onion
ingredient_32921,ingredient,sliced 3 cloves garlic,sliced 3 cloves garlic
ingredient_32922,ingredient,chopped 1 star anise 1 cardamom elaichi pods seeds 1 inch cinnamon stick dalchini sichuan peppercorns red chilli powder turmeric powder haldi black pepper powder sugar coconut milk salt,chopped 1 star anise 1 cardamom elaichi pods seeds 1 inch cinnamon stick dalchini sichuan peppercorns red chilli powder turmeric powder haldi black pepper powder sugar coconut milk salt
recipe_32923,recipe,14828,Suran Jo Kheemo Recipe-Sindhi Style Grated Yam Sabzi
ingredient_32924,ingredient,grated or finely chopped oil cumin seeds jeera 1 onion 1 tomato ginger,grated or finely chopped oil cumin seeds jeera 1 onion 1 tomato ginger
ingredient_32925,ingredient,small piece grated 2 green chillies,small piece grated 2 green chillies
ingredient_32926,ingredient,finely chopped turmeric powder haldi red chilli powder cumin powder jeera,finely chopped turmeric powder haldi red chilli powder cumin powder jeera
recipe_32927,recipe,14829,Mooli And Wadi Ki Sabzi Recipe
ingredient_32928,ingredient,finely chopped 10 badi wadi,finely chopped 10 badi wadi
ingredient_32929,ingredient,punjabi masala one 1 onion,punjabi masala one 1 onion
ingredient_32930,ingredient,finely chopped mustard seeds rai kadugu mustard oil cumin seeds jeera turmeric powder haldi red chilli powder,finely chopped mustard seeds rai kadugu mustard oil cumin seeds jeera turmeric powder haldi red chilli powder
recipe_32931,recipe,14830,महाराष्ट्रियन कढ़ी रेसिपी - Maharashtrian Kadhi Recipe
ingredient_32932,ingredient,1 4 1 1 1 1,1 4 1 1 1 1
recipe_32933,recipe,14831,Shimla Mirch Ki Launji Recipe
ingredient_32934,ingredient,chopped oil kalonji onion nigella seeds fennel seeds saunf green chillies,chopped oil kalonji onion nigella seeds fennel seeds saunf green chillies
ingredient_32935,ingredient,finely chopped turmeric powder haldi,finely chopped turmeric powder haldi
ingredient_32936,ingredient,a pinch coriander powder dhania red chilli powder amchur dry mango powder 2 jaggery salt,a pinch coriander powder dhania red chilli powder amchur dry mango powder 2 jaggery salt
recipe_32937,recipe,14832,Baby Corn Carrot Sabzi Recipe
ingredient_32938,ingredient,sliced 2 carrot gajjar,sliced 2 carrot gajjar
ingredient_32939,ingredient,cut into medium sized cubes 1 green chilli,cut into medium sized cubes 1 green chilli
ingredient_32940,ingredient,chopped fennel seeds saunf red chilli powder coriander powder dhania amchur dry mango powder jaggery turmeric powder haldi salt,chopped fennel seeds saunf red chilli powder coriander powder dhania amchur dry mango powder jaggery turmeric powder haldi salt
ingredient_32941,ingredient,grated 1 sprig coriander dhania leaves,grated 1 sprig coriander dhania leaves
recipe_32942,recipe,14833,छिलके वाली मूंग दाल रेसिपी - Chilke Wali Mung Dal Recipe
ingredient_32943,ingredient,2 3 1 2 2 1 4 1,2 3 1 2 2 1 4 1
recipe_32944,recipe,14834,Methi Dana Sabzi Recipe - Healthy Fenugreek Seeds Stir Fry
ingredient_32945,ingredient,soaked overnight 2 dates,soaked overnight 2 dates
ingredient_32946,ingredient,cut lengthwise 15 sultana raisins asafoetida hing coriander dhania powder 1 fennel powder cumin powder jeera 1 amchur dry mango powder red chilli powder turmeric powder haldi jaggery coriander dhania leaves,cut lengthwise 15 sultana raisins asafoetida hing coriander dhania powder 1 fennel powder cumin powder jeera 1 amchur dry mango powder red chilli powder turmeric powder haldi jaggery coriander dhania leaves
ingredient_32947,ingredient,chopped mustard oil salt,chopped mustard oil salt
recipe_32948,recipe,14835,कोथामली थोवयल रेसिपी - Kothamalli Thovayal Recipe
ingredient_32949,ingredient,15 1 4 5,15 1 4 5
ingredient_32950,ingredient,20 2,20 2
recipe_32951,recipe,14836,Paneer Stuffed Bhindi In Ajwain Tomato Gravy Recipe
ingredient_32952,ingredient,bhindi lady finger okra paneer homemade cottage cheese,bhindi lady finger okra paneer homemade cottage cheese
ingredient_32953,ingredient,crumbled red chilli powder coriander powder dhania chaat masala powder salt,crumbled red chilli powder coriander powder dhania chaat masala powder salt
ingredient_32954,ingredient,to taste for the gravy 1 onion,to taste for the gravy 1 onion
ingredient_32955,ingredient,finely chopped ajwain carom seeds 1 green chilli red chilli powder coriander powder dhania turmeric powder haldi garam masala powder homemade tomato puree kasuri methi dried fenugreek leaves,finely chopped ajwain carom seeds 1 green chilli red chilli powder coriander powder dhania turmeric powder haldi garam masala powder homemade tomato puree kasuri methi dried fenugreek leaves
ingredient_32956,ingredient,for garnish oil salt,for garnish oil salt
recipe_32957,recipe,14837,No Onion No Garlic Lobia Masala Recipe In Electric Pressure Cooker
ingredient_32958,ingredient,soaked for two hours 1 inch ginger,soaked for two hours 1 inch ginger
ingredient_32959,ingredient,finely chopped 2 green chillies 2 sprig curry leaves cumin seeds jeera turmeric powder haldi red chilli powder coriander powder dhania gram flour besan tamarind paste jaggery salt,finely chopped 2 green chillies 2 sprig curry leaves cumin seeds jeera turmeric powder haldi red chilli powder coriander powder dhania gram flour besan tamarind paste jaggery salt
recipe_32960,recipe,14838,Kashmiri Paneer Gravy Recipe
ingredient_32961,ingredient,cut into thick rectangular chunks 5 tomatoes,cut into thick rectangular chunks 5 tomatoes
ingredient_32962,ingredient,pureed kashmiri dry red chilli 1 pinch asafoetida hing cumin seeds jeera fennel seeds saunf,pureed kashmiri dry red chilli 1 pinch asafoetida hing cumin seeds jeera fennel seeds saunf
ingredient_32963,ingredient,make into powder dry ginger powder turmeric powder haldi garam masala powder ghee bay leaf tej patta 2 black cardamom badi elaichi 4 cardamom powder elaichi 1 cinnamon stick dalchini mustard oil,make into powder dry ginger powder turmeric powder haldi garam masala powder ghee bay leaf tej patta 2 black cardamom badi elaichi 4 cardamom powder elaichi 1 cinnamon stick dalchini mustard oil
ingredient_32964,ingredient,or oil of your choice water,or oil of your choice water
recipe_32965,recipe,14839,लौकी रायता रेसिपी - Lauki Raita Recipe
recipe_32966,recipe,14840,बीटरूट पराठा रेसिपी - Whole Wheat Beetroot Paratha Recipe
recipe_32967,recipe,14841,Kancha Peper Kofta Curry Recipe-Bengali Green Papaya Kofta Sabzi
ingredient_32968,ingredient,for koftas raw papaya,for koftas raw papaya
ingredient_32969,ingredient,grated 2 inch ginger,grated 2 inch ginger
ingredient_32970,ingredient,grated coriander powder dhania red chilli powder cumin powder jeera garam masala powder gram flour besan salt,grated coriander powder dhania red chilli powder cumin powder jeera garam masala powder gram flour besan salt
ingredient_32971,ingredient,to cook for gravy 1 onion,to cook for gravy 1 onion
ingredient_32972,ingredient,ground to paste homemade tomato puree garlic,ground to paste homemade tomato puree garlic
ingredient_32973,ingredient,grated turmeric powder haldi coriander powder dhania red chilli powder 1 bay leaf tej patta garam masala powder 1 dry red chilli sugar curd dahi yogurt,grated turmeric powder haldi coriander powder dhania red chilli powder 1 bay leaf tej patta garam masala powder 1 dry red chilli sugar curd dahi yogurt
ingredient_32974,ingredient,beaten kasuri methi dried fenugreek leaves mustard oil salt,beaten kasuri methi dried fenugreek leaves mustard oil salt
recipe_32975,recipe,14842,Maharastrian Batatyachi Bhaji Recipe-Quick and Simple Aloo Sabzi
ingredient_32976,ingredient,boiled and coarsely chopped 1 onion,boiled and coarsely chopped 1 onion
ingredient_32977,ingredient,roughly chopped or sliced 1 inch ginger,roughly chopped or sliced 1 inch ginger
ingredient_32978,ingredient,finely chopped turmeric powder haldi 2 sprig coriander dhania leaves,finely chopped turmeric powder haldi 2 sprig coriander dhania leaves
ingredient_32979,ingredient,to taste ingredients for the seasoning oil mustard seeds rai kadugu cumin seeds jeera asafoetida hing 1 sprig curry leaves,to taste ingredients for the seasoning oil mustard seeds rai kadugu cumin seeds jeera asafoetida hing 1 sprig curry leaves
recipe_32980,recipe,14843,Karnataka Style Bendekayi Gojju - Kayirasa Recipe
ingredient_32981,ingredient,washed,washed
ingredient_32982,ingredient,pat dried and cut to pieces fresh coconut,pat dried and cut to pieces fresh coconut
ingredient_32983,ingredient,grated 4 dry red chillies white urad dal split 1 chana dal bengal gram dal,grated 4 dry red chillies white urad dal split 1 chana dal bengal gram dal
ingredient_32984,ingredient,roasted tamarind,roasted tamarind
ingredient_32985,ingredient,big lemon size 1 jaggery mustard seeds rai kadugu 2 dry red chillies curry leaves,big lemon size 1 jaggery mustard seeds rai kadugu 2 dry red chillies curry leaves
ingredient_32986,ingredient,few sprigs oil salt,few sprigs oil salt
recipe_32987,recipe,14844,कुलीथ तिल चटनी रेसिपी - Horsegram Sesame Chutney Recipe
ingredient_32988,ingredient,1 2 1 2 2 2 6 2 1 20,1 2 1 2 2 2 6 2 1 20
ingredient_32989,ingredient,4 6,4 6
ingredient_32990,ingredient,2 1 1 2 1 2 1,2 1 1 2 1 2 1
recipe_32991,recipe,14845,ड्राई फ्रूट हलवा रेसिपी - Dry Fruit Halwa Recipe
recipe_32992,recipe,14846,टमाटर और कढ़ी पत्ते की चटनी रेसिपी - Tomato Curry Leaf Chutney Recipe
recipe_32993,recipe,14847,Egg Sholay Kebab Recipe
ingredient_32994,ingredient,hard boiled 3 sprig curry leaves for the batter rice flour gram flour besan all purpose flour maida kashmiri red chilli powder salt,hard boiled 3 sprig curry leaves for the batter rice flour gram flour besan all purpose flour maida kashmiri red chilli powder salt
ingredient_32995,ingredient,to taste sambar powder 2 inch ginger,to taste sambar powder 2 inch ginger
ingredient_32996,ingredient,finely chopped green chilli,finely chopped green chilli
ingredient_32997,ingredient,paste garam masala powder garam masala powder coriander powder dhania cumin powder jeera oil,paste garam masala powder garam masala powder coriander powder dhania cumin powder jeera oil
recipe_32998,recipe,14848,कॉर्न और ड्रमस्टिक सलाद रेसिपी - Corn And Drumstick Leaves Salad Recipe
